Date,First-pass,Second-pass,Third-pass
19400414,2835.9469072,1402.41673474,1402.41673474
19400415,3387.87588916,1530.6288345,1530.6288345
19400416,3780.66019747,1684.65177516,1684.65177516
19400417,3975.61068266,1849.16305003,1849.16305003
19400418,4112.43988146,2013.77771743,2013.77771743
19400419,4655.25689035,2191.53301757,2191.53301757
19400420,5922.36262357,2423.82877302,2423.82877302
19400421,7604.43542681,2749.29654193,2749.29654193
19400422,9404.1027698,3180.91948366,3180.91948366
19400423,11556.2950621,3705.89700571,3705.89700571
19400424,14218.3229324,4243.87122234,4243.87122234
19400425,16965.6987125,4721.06023749,4721.06023749
19400426,19278.271309,5124.44963161,5124.44963161
19400427,20956.1509609,5442.73339333,5442.73339333
19400428,21949.4396388,5667.71956827,5667.71956827
19400429,20600.0,5797.25686354,5797.25686354
19400430,14400.0,5844.15164029,5844.15164029
19400501,12300.0,5394.24912992,5394.24912992
19400502,12000.0,4846.48554586,4846.48554586
19400503,11100.0,4302.95734687,4302.95734687
19400504,9070.0,3834.1430777,3834.1430777
19400505,7190.0,3485.83035427,3485.83035427
19400506,5840.0,3240.22200462,3240.22200462
19400507,5090.0,3059.83459959,3059.83459959
19400508,4560.0,2916.71308063,2916.71308063
19400509,4250.0,2796.04116825,2796.04116825
19400510,4250.0,2678.15261433,2678.15261433
19400511,4140.0,2555.16498846,2555.16498846
19400512,3740.0,2442.88106861,2442.88106861
19400513,3240.0,2357.97953363,2357.97953363
19400514,2940.0,2298.62652284,2298.62652284
19400515,2650.0,2258.38002469,2258.38002469
19400516,2650.0,2226.62705372,2226.62705372
19400517,2370.0,2203.65086889,2203.65086889
19400518,2260.0,2194.62256096,2194.62256096
19400519,2267.5,2189.01763347,2189.01763347
19400520,2289.0625,2181.78004294,2181.78004294
19400521,2316.1328125,2171.98402024,2171.98402024
19400522,2348.29785156,2158.99229226,2158.99229226
19400523,2381.4255127,2142.30017957,2142.30017957
19400524,2397.81859924,2122.24705445,2122.24705445
19400525,2180.0,2108.73389944,2108.73389944
19400526,2183.75,2102.80353993,2102.80353993
19400527,2201.46875,2095.52198574,2095.52198574
19400528,2246.35859375,2085.11184903,2085.11184903
19400529,2298.38169922,2069.92874383,2069.92874383
19400530,2331.87807178,2050.04757018,2050.04757018
19400531,2348.61221639,2026.51803716,2026.51803716
19400601,2356.96630016,2000.06361382,2000.06361382
19400602,2371.81882765,1970.52342868,1970.52342868
19400603,2441.05741558,1935.17899412,1935.17899412
19400604,2560.97810941,1889.30017506,1889.30017506
19400605,2660.6547512,1830.79885707,1830.79885707
19400606,2704.10564486,1761.75172131,1761.75172131
19400607,2460.0,1695.24082122,1695.24082122
19400608,2160.0,1645.3954824,1645.3954824
19400609,2160.0,1603.67079179,1603.67079179
19400610,2060.0,1562.6170722,1562.6170722
19400611,1900.0,1528.77521319,1528.77521319
19400612,1909.0,1498.31104129,1498.31104129
19400613,1925.2,1464.35517977,1464.35517977
19400614,1940.185,1426.38188354,1426.38188354
19400615,1949.171125,1384.35786903,1384.35786903
19400616,1900.0,1340.55562361,1340.55562361
19400617,1906.75,1294.92162012,1294.92162012
19400618,1880.0,1246.3983731,1246.3983731
19400619,1840.0,1196.64688984,1196.64688984
19400620,1854.625,1143.89021874,1143.89021874
19400621,1870.403125,1085.6234206,1085.6234206
19400622,1540.0,1035.38735504,1035.38735504
19400623,1270.0,1005.41876221,1005.41876221
19400624,1260.0,984.371634821,984.371634821
19400625,1261.5,961.962578184,961.962578184
19400626,1263.6375,937.589104794,937.589104794
19400627,1266.3646875,911.04218677,911.04218677
19400628,1200.0,884.922714583,884.922714583
19400629,1170.0,860.592123873,860.592123873
19400630,1177.875,835.185742025,835.185742025
19400701,1200.534375,806.481503203,806.481503203
19400702,1231.61929687,773.271070819,773.271070819
19400703,1249.87284961,735.367692244,735.367692244
19400704,1170.0,696.889146361,696.889146361
19400705,1060.0,662.988266336,662.988266336
19400706,890.0,637.690017661,637.690017661
19400707,880.0,617.637856931,617.637856931
19400708,871.0,596.730115601,596.730115601
19400709,763.0,578.870395244,578.870395244
19400710,736.0,565.035562426,565.035562426
19400711,668.0,553.930337758,553.930337758
19400712,671.8625,544.524858387,544.524858387
19400713,685.8978125,533.631185587,533.631185587
19400714,706.192976563,520.462465943,520.462465943
19400715,693.0,505.938085753,505.938085753
19400716,676.0,491.460092706,491.460092706
19400717,652.0,477.470370493,477.470370493
19400718,618.0,464.697697831,464.697697831
19400719,610.0,452.592105763,452.592105763
19400720,602.0,440.153627852,440.153627852
19400721,602.3,427.018786867,427.018786867
19400722,603.1775,412.771222288,412.771222288
19400723,532.0,400.218449771,400.218449771
19400724,474.0,391.884810564,391.884810564
19400725,476.475,385.126484393,385.126484393
19400726,480.939375,377.538859817,377.538859817
19400727,483.418921875,369.054512091,369.054512091
19400728,405.0,362.96086759,362.96086759
19400729,407.025,359.470194692,359.470194692
19400730,410.923125,355.456367572,355.456367572
19400731,413.778890625,350.843288633,350.843288633
19400801,415.670473828,345.66371618,345.66371618
19400802,417.645188291,339.907436595,339.907436595
19400803,385.0,334.927829226,334.927829226
19400804,385.4875,330.848159974,330.848159974
19400805,386.4259375,326.379898452,326.379898452
19400806,379.0,321.812352212,321.812352212
19400807,379.0,317.175515904,317.175515904
19400808,379.45,312.144476653,312.144476653
19400809,380.84125,306.630870031,306.630870031
19400810,384.15315625,300.479545726,300.479545726
19400811,341.0,295.444651207,295.444651207
19400812,342.875,291.674960764,291.674960764
19400813,335.0,287.842862988,287.842862988
19400814,338.45,283.879446474,283.879446474
19400815,350.52875,278.965127945,278.965127945
19400816,360.35159375,272.764448707,272.764448707
19400817,360.0,265.677042099,265.677042099
19400818,341.0,258.799504972,258.799504972
19400819,341.7125,252.105714834,252.105714834
19400820,344.0215625,244.746689179,244.746689179
19400821,346.382445313,236.601663661,236.601663661
19400822,347.628761914,227.649992854,227.649992854
19400823,348.781604771,217.875247679,217.875247679
19400824,284.0,209.8875,209.8875
19400825,207.0,207.0,207.0
19400826,207.4875,207.01828125,207.01828125
19400827,211.8759375,207.218039062,207.218039062
19400828,220.022742188,207.872886621,207.872886621
19400829,229.133536523,209.125780576,209.125780576
19400830,238.723521284,210.985986701,210.985986701
19400831,248.531757188,213.434110641,213.434110641
19400901,258.316875399,216.248294852,216.248294852
19400902,266.655609744,219.005592253,219.005592253
19400903,271.856439013,221.477896498,221.477896498
19400904,274.229706087,223.6481434,223.6481434
19400905,278.224978131,225.508333832,225.508333832
19400906,283.195604771,227.046467274,227.046467274
19400907,287.080934413,228.244803202,228.244803202
19400908,290.674864332,229.085794852,229.085794852
19400909,263.0,229.599795395,229.599795395
19400910,266.6375,229.86308333,229.86308333
19400911,276.8271875,228.643223023,228.643223023
19400912,285.540148437,224.383186946,224.383186946
19400913,288.837137305,219.290852682,219.290852682
19400914,289.974352007,213.605861441,213.605861441
19400915,284.0,207.656025125,207.656025125
19400916,234.0,203.493000135,203.493000135
19400917,248.4,200.435675822,200.435675822
19400918,265.995,195.833365753,195.833365753
19400919,270.157875,189.975819396,189.975819396
19400920,271.196034375,183.432484102,183.432484102
19400921,244.0,177.4190625,177.4190625
19400922,185.0,174.4125,174.4125
19400923,174.0,174.0,174.0
19400924,176.4375,174.09140625,174.09140625
19400925,184.0921875,174.554414063,174.554414063
19400926,192.860273437,175.598550293,175.598550293
19400927,199.50825293,177.020350443,177.020350443
19400928,205.88263396,178.443093419,178.443093419
19400929,211.778936413,179.699701132,179.699701132
19400930,194.0,180.797225177,180.797225177
19401001,196.775,181.891495788,181.891495788
19401002,202.529375,183.223547667,183.223547667
19401003,207.477171875,184.768472965,184.768472965
19401004,211.641383984,186.281006323,186.281006323
19401005,216.693280186,187.637971647,187.637971647
19401006,221.966284172,188.817913141,188.817913141
19401007,202.0,189.834647243,189.834647243
19401008,204.8875,190.776401462,190.776401462
19401009,211.0459375,191.661114782,191.661114782
19401010,215.954992187,192.429846822,192.429846822
19401011,220.083367773,193.056707389,193.056707389
19401012,224.87711519,193.518205098,193.518205098
19401013,230.173831551,193.788242083,193.788242083
19401014,202.0,193.887899627,193.887899627
19401015,194.0,193.907557155,193.907557155
19401016,196.5875,194.011521619,194.011521619
19401017,201.3809375,194.384473904,194.384473904
19401018,205.814867187,194.995406387,194.995406387
19401019,210.703752148,195.632791682,195.632791682
19401020,215.600970737,196.178516575,196.178516575
19401021,202.0,196.634254197,196.634254197
19401022,203.9125,197.108403882,197.108403882
19401023,208.3440625,197.673837039,197.673837039
19401024,213.193257813,198.235611895,198.235611895
19401025,218.091263477,198.706353888,198.706353888
19401026,222.434418716,199.060058197,199.060058197
19401027,202.0,199.309289734,199.309289734
19401028,202.0,199.511093004,199.511093004
19401029,205.075,199.813073528,199.813073528
19401030,211.219375,200.438132076,200.438132076
19401031,217.127921875,201.468295803,201.468295803
19401101,223.643327734,202.887095478,202.887095478
19401102,232.070078154,204.680751633,204.680751633
19401103,240.727322293,206.557250333,206.557250333
19401104,229.0,208.256948105,208.256948105
19401105,233.2,209.970176997,209.970176997
19401106,241.06,212.007163722,212.007163722
19401107,246.6055,214.394082693,214.394082693
19401108,250.2350875,216.946048522,216.946048522
19401109,255.092455938,219.624877762,219.624877762
19401110,261.573021742,222.527967343,222.527967343
19401111,269.217545112,225.743016049,225.743016049
19401112,285.813729228,229.625962633,229.625962633
19401113,300.677699536,233.856160845,233.856160845
19401114,295.0,237.749953722,237.749953722
19401115,297.4375,241.283267128,241.283267128
19401116,302.3546875,244.471332297,244.471332297
19401117,307.128085937,247.307622687,247.307622687
19401118,309.968479492,249.78307868,249.78307868
19401119,307.0,251.901373428,251.901373428
19401120,308.5375,253.677758653,253.677758653
19401121,273.0,255.176901363,255.176901363
19401122,275.55,256.609258761,256.609258761
19401123,281.88375,258.267329979,258.267329979
19401124,291.41746875,260.396075934,260.396075934
19401125,300.948658594,263.080100014,263.080100014
19401126,305.865009199,266.104605055,266.104605055
19401127,312.437633509,269.268270626,269.268270626
19401128,322.154810996,272.356266656,272.356266656
19401129,332.493200171,275.14048929,275.14048929
19401130,343.893710159,277.574330728,277.574330728
19401201,355.264181897,279.604924309,279.604924309
19401202,363.944368254,281.179517771,281.179517771
19401203,368.261040635,282.257445188,282.257445188
19401204,372.516462588,282.812470884,282.812470884
19401205,377.727727894,279.327857766,279.327857766
19401206,382.023148302,271.175351253,271.175351253
19401207,384.721412179,262.078302957,262.078302957
19401208,372.0,252.65,252.65
19401209,248.0,248.0,248.0
19401210,253.625,248.2109375,248.2109375
19401211,264.453125,249.023046875,249.023046875
19401212,274.469140625,250.55590332,250.55590332
19401213,283.471455078,252.68698291,252.68698291
19401214,291.798595947,255.308086105,255.308086105
19401215,301.526201251,258.409659542,258.409659542
19401216,325.599236157,262.54613898,262.54613898
19401217,388.929293446,269.649998416,269.649998416
19401218,475.259596437,281.03554464,281.03554464
19401219,550.990126704,293.826957666,293.826957666
19401220,599.515867202,305.095899243,305.095899243
19401221,617.102177161,314.621485419,314.621485419
19401222,624.482013874,322.323178581,322.323178581
19401223,630.670862834,328.18922999,328.18922999
19401224,634.408048121,332.219593255,332.219593255
19401225,630.0,334.424706981,334.424706981
19401226,532.0,332.436668242,332.436668242
19401227,533.7625,316.184404856,316.184404856
19401228,537.5678125,298.388668257,298.388668257
19401229,541.087726562,278.85306545,278.85306545
19401230,545.73114707,257.402548853,257.402548853
19401231,561.68881104,268.813283685,268.813283685
